-0.995108 -0.0987956
-0.0970682 -0.53871
0.0332541 -1.53018
-0.504008 -0.686767
0.378158 -1.15771
-0.518788 -0.715565
-1.16336 -1.48011
-0.370424 -2.08941
-0.0842368 -3.04758
0.564522 -3.80858
0.95347 -4.72983
-0.0356757 -4.5829
0.902477 -4.92912
1.87486 -4.69571
1.6158 -3.72985
2.19929 -4.54197
2.88719 -5.26778
2.17557 -4.56521
1.33894 -4.01744
0.528327 -3.43186
-0.471591 -3.41905
-1.4181 -3.74174
-0.798139 -2.9571
-0.138682 -2.20536
-0.488634 -1.26859
-0.0310159 -2.15774
0.855017 -1.69412
-0.0290352 -1.22673
-0.138297 -2.22074
0.7385 -2.7016
1.00089 -1.73664
1.99163 -1.60082
1.4067 -2.41191
0.675882 -1.72934
1.51187 -1.18059
2.16437 -1.93838
2.39281 -0.964818
2.73319 -0.0245295
1.77696 0.268089
0.790575 0.432562
0.333881 1.32219
-0.33382 2.06661
-1.2193 2.53129
-0.267665 2.83851
0.683006 2.52831
-0.316166 2.48763
0.608222 2.10618
1.47685 1.61072
2.4545 1.82097
3.42943 1.59844
2.43998 1.74337
3.39072 2.05336
3.52967 3.04366
3.24361 4.00188
3.6728 4.90509
4.02392 3.96876
3.28569 3.29422
2.67211 4.08386
3.61221 4.42476
2.83186 5.05009
2.11437 5.74666
1.82542 6.70401
1.00127 6.13764
1.88399 6.60754
2.86825 6.43083
1.92636 6.09492
2.8187 6.54627
3.74124 6.93219
4.20858 6.04811
3.20875 6.03012
3.15692 5.03147
3.15708 6.03147
2.71262 6.92727
1.75448 6.64098
1.49032 5.6765
2.21037 4.98258
3.03431 5.54926
2.63836 4.63098
1.75732 4.15795
2.7529 4.2519
1.93243 4.8236
1.17698 4.16841
2.14865 4.40471
2.60071 3.51272
2.25355 4.45053
1.81282 5.34817
1.61575 6.32856
0.966746 7.08934
0.495121 7.97114
0.168292 7.02606
0.338967 8.01139
-0.547285 7.54819
0.261069 8.13688
-0.0546464 9.08574
-1.03283 9.29346
-0.967448 8.2956
-0.126347 7.75472
0.719369 7.22108
1.60977 6.76591
0.784766 6.20078
1.61832 6.75322
1.99961 7.67768
1.0106 7.52978
0.0830074 7.1562
-0.754616 7.70244
0.236905 7.83239
1.2358 7.78538
2.21769 7.97485
2.34233 8.96705
2.11895 9.94179
2.84439 9.2535
3.60077 9.90763
2.81489 10.526
1.8154 10.5579
0.823736 10.6868
0.0792497 11.3544
-0.673141 12.0131
-1.37356 11.2994
-1.17726 10.3188
-0.635882 11.1596
-1.38753 10.5001
-1.79497 9.58683
-1.25547 8.74484
-0.434974 8.17319
0.402999 7.62748
-0.38913 7.01713
-1.18785 7.61883
-1.14608 6.6197
-0.401569 7.28731
-1.36809 7.54392
-0.829487 8.38648
-0.127149 9.09832
-0.0418906 8.10196
0.927746 8.34651
1.33533 9.25968
0.344527 9.12435
0.537563 8.14316
1.1609 7.36121
0.202659 7.64716
0.588189 6.72447
1.17338 7.53536
0.987617 6.55277
0.713785 7.51455
-0.127279 6.97361
-1.10595 6.7682
-2.01604 7.18261
-2.53795 8.03561
-3.53669 7.98542
-3.73611 8.96533
-2.9492 9.58239
-2.10466 9.0469
-2.13978 8.04751
-2.4479 7.09617
-2.86376 6.18674
-2.71111 5.19845
-2.67344 4.19916
-1.6735 4.20964
-0.789433 4.677
-1.33958 3.84193
-2.19194 4.3649
-2.19208 3.3649
-3.09349 3.79786
-2.41505 3.06321
-3.04506 3.83979
-2.22054 4.40561
-1.37608 4.94123
-1.92526 4.10553
-1.31024 3.31702
-1.14171 4.30272
-1.90372 4.95028
-1.50168 4.03466
-0.532827 3.78701
-1.1044 4.60756
-0.336498 3.96699
-1.19391 4.48162
-0.63772 3.65056
-1.00751 2.72145
-0.0582911 2.40684
0.453041 1.54746
1.36734 1.95249
0.982258 2.87537
1.4153 3.77675
0.504631 3.36362
1.29025 3.98232
1.6864 4.90051
2.20347 4.04457
1.5226 3.31217
0.923877 4.11312
0.00441361 4.50629
-0.748674 3.84837
-1.04562 2.89348
-0.690936 1.9585
0.275349 1.70102
1.06714 1.09023
0.7862 0.130509
-0.191262 -0.0806054
-0.882073 0.64243
-1.66737 0.0233095
-0.701178 0.281139
-1.45141 -0.380032
-1.3706 0.616697
-0.603406 1.25811
-0.455285 2.24708
0.405648 1.73837
0.638642 2.71084
-0.297222 3.06321
-0.873163 2.24571
-1.87308 2.23305
-2.86393 2.36804
-3.85865 2.47064
-3.37673 3.34686
-4.04053 4.09476
-3.05077 3.95207
-4.03446 3.77221
-4.91761 3.30312
-5.90558 3.14844
-5.21113 3.86798
-5.41731 2.88947
-6.41368 2.80435
-6.83946 3.70918
-7.29502 4.59939
-6.78928 5.46208
-6.98945 6.44184
-6.69299 5.48679
-5.71089 5.29848
-5.2757 6.19882
-5.96566 5.47497
-6.9217 5.7682
-5.94189 5.56828
-5.91322 4.56869
-4.91382 4.60341
-5.59579 5.3348
-4.63496 5.05766
-5.28654 4.29908
-6.28505 4.24448
-5.58146 3.53388
-6.48929 3.11455
-5.56622 2.72992
-5.86858 1.77673
-5.06466 1.18199
-4.09253 1.41641
-4.49091 0.499192
-4.49682 1.49917
-4.6453 0.510259
-4.59953 1.50921
-4.27735 0.562533
-4.79237 1.41971
-3.84925 1.75218
-4.81487 2.01214
-4.13722 2.74752
-3.41292 3.43701
-4.30894 3.88104
-5.24937 3.54107
-6.11861 3.04668
-5.36182 3.70033
-4.43662 4.07982
-4.97242 3.23548
-3.99008 3.0484
-3.22913 2.39959
-2.52437 3.10903
-2.96721 4.00563
-3.84427 4.48602
-4.03444 5.46777
-4.18228 4.47876
-3.75343 3.57538
-3.90611 4.56366
-4.62194 3.86539
-5.54632 3.48391
-5.80286 2.51738
-5.778 1.51769
-4.85437 1.1344
-4.03055 1.70125
-4.09861 0.703569
-3.1025 0.615424
-3.10171 1.61542
-2.55295 0.77944
-3.55227 0.74251
-4.10706 1.5745
-3.25057 2.09067
-2.44298 1.50092
-1.59919 0.964252
-1.53332 1.96208
-1.12557 1.04899
-1.26252 2.03957
-1.98987 1.3533
-2.05581 0.355476
-1.23314 -0.213049
-2.232 -0.165229
-2.72561 -1.03491
-3.27473 -1.87066
-3.58386 -2.82168
-4.24794 -2.07402
-4.01122 -3.0456
-3.36753 -3.81088
-2.65198 -3.11232
-2.60474 -4.1112
-1.69051 -4.5164
-0.731183 -4.7987
-1.4082 -5.53467
-2.33855 -5.16799
-1.69752 -5.93551
-2.55279 -5.41733
-3.40867 -5.93452
-4.34212 -5.57581
-3.66143 -6.30838
-4.41826 -5.65478
-4.65581 -6.62615
-5.43367 -5.99772
-4.47934 -6.29648
-5.13239 -5.53916
-5.72617 -6.34379
-6.44096 -7.04313
-5.6398 -6.44468
-6.47246 -5.8909
-7.33616 -5.38689
-6.73346 -4.58892
-7.3233 -3.78141
-7.24187 -2.78473
-8.03495 -2.1756
-9.02499 -2.31636
-8.02684 -2.25559
-7.03588 -2.12142
-6.07437 -2.3962
-7.06222 -2.55163
-7.93388 -2.06152
-7.13603 -1.45867
-6.24721 -1.00042
-5.97529 -0.0381006
-6.26726 -0.994527
-6.29027 0.00520783
-7.15298 -0.500494
-6.9058 -1.46946
-7.84541 -1.12722
-8.51441 -1.87049
-7.54124 -2.10055
-6.60488 -1.7495
-6.26886 -2.69135
-5.64215 -1.9121
-4.73991 -1.48087
-5.22607 -0.607006
-6.05834 -0.0526366
-6.71979 -0.802624
-6.27958 0.095271
-6.12647 -0.892937
-7.04186 -0.490369
-6.05789 -0.668715
-5.38384 -1.4074
-5.82389 -0.509429
-6.25231 -1.41301
-7.2397 -1.57128
-7.09294 -0.582105
-6.11496 -0.373389
-6.04551 0.624197
-6.33648 1.58093
-7.3364 1.56875
-8.01511 0.834348
-8.17537 1.82142
-7.95051 2.79581
-8.94191 2.66492
-8.87766 1.66698
-8.38056 2.53467
-9.35426 2.7625
-10.2205 3.2622
-10.5803 2.32917
-11.2914 1.62614
-11.8935 2.42456
-12.2292 1.48259
-12.6865 0.593244
-12.7459 1.59147
-13.4453 0.876746
-12.8219 1.65865
-11.964 2.17232
-11.3119 2.93052
-10.3974 2.52595
-11.3218 2.1445
-11.9121 1.33728
-12.1064 0.356339
-11.1336 0.5879
-11.8664 1.26832
-11.3715 0.399369
-10.7011 -0.342647
-11.69 -0.491426
-12.5996 -0.906948
-13.5421 -1.24107
-14.5302 -1.08739
-13.6004 -1.45544
-12.9957 -0.658951
-13.4265 0.243519
-14.3877 -0.0322825
-14.8929 0.830713
-14.1071 0.212315
-13.2132 -0.236
-13.0267 0.746462
-13.3004 1.70829
-12.5609 1.03515
-12.5773 0.0352808
-11.5816 -0.057094
-10.6415 -0.397923
-11.5432 -0.830372
-12.1949 -1.5888
-11.4229 -2.22447
-12.1705 -2.88864
-11.4476 -2.19771
-10.8023 -1.43375
-11.09 -0.476002
-10.3097 0.149434
-9.33275 0.363005
-8.6547 1.09802
-7.78273 1.58757
-7.30835 2.46789
-8.28778 2.2661
-8.78368 3.13448
-9.28754 3.99826
-8.29746 4.13877
-9.12585 4.69894
-8.31047 5.27787
-8.08108 4.30453
-7.14791 3.94511
-7.34187 4.92612
-7.25309 3.93007
-6.27307 3.73118
-5.98736 2.77287
-6.34551 1.83921
-5.3489 1.75703
-4.5046 1.22114
-5.43962 0.866547
-4.45639 0.684214
-5.11707 1.43488
-5.67511 2.26469
-5.64772 1.26507
-6.50582 1.77855
-5.7845 2.47114
-5.11145 3.21074
-6.10818 3.29158
-6.50791 2.37494
-5.58595 2.76224
-4.62303 3.03201
-4.47764 2.04264
-5.35791 1.56816
-6.15779 2.16832
-6.07429 1.17181
-5.12204 0.866471
-5.9759 1.38698
-5.47354 2.25164
-4.58539 1.79209
-4.32469 2.75751
-3.766 3.58689
-3.99728 4.55978
-4.69399 3.84243
-3.78556 3.42441
-3.14969 4.19621
-2.25545 4.64379
-1.61056 3.87952
-2.60341 3.9989
-3.59516 3.87076
